TF	Target	Experimentos_pos	Experimentos_neg
AT4G16141	AT3G53040	1/1	0/1
AT3G17609	AT3G53040	1/1	0/1
AT4G39780	AT3G53040	1/2	0/2
AT5G49450	AT3G53040	1/1	0/1
AT5G07680	AT3G53040	1/1	0/1
AT4G36540	AT3G53040	1/1	0/1
AT5G65210	AT3G53590	0/3	1/3
AT5G62430	AT3G53590	1/2	0/2
AT5G10970	AT3G53590	0/1	1/1
AT5G04760	AT3G53590	0/1	1/1
AT5G58900	AT3G53590	0/1	1/1
AT5G49450	AT3G53590	1/1	0/1
AT4G37790	AT3G53590	1/1	0/1
AT3G28910	AT3G53590	1/1	0/1
AT1G09540	AT3G53590	1/1	0/1
AT4G37180	AT3G53590	1/1	0/1
AT2G38470	AT3G53590	1/1	0/1
AT5G46590	AT3G53590	1/1	0/1
AT5G65210	AT3G53600	1/3	1/3
AT5G62430	AT3G53600	1/2	0/2
AT5G04760	AT3G53600	0/1	1/1
AT5G67420	AT3G53600	0/2	1/2
AT3G49940	AT3G53600	0/2	1/2
AT5G29000	AT3G53600	1/1	0/1
AT5G67300	AT3G53600	0/1	1/1
AT1G72830	AT3G53600	0/1	1/1
AT1G22640	AT3G53600	0/1	1/1
AT4G37180	AT3G53600	1/1	0/1
AT2G38470	AT3G53600	1/1	0/1
AT5G62430	AT3G54020	0/2	1/2
AT2G22200	AT3G54020	0/1	1/1
AT3G16870	AT3G54020	0/1	1/1
AT5G04760	AT3G54020	1/1	0/1
AT5G15830	AT3G54020	0/1	1/1
AT1G13260	AT3G54020	0/1	1/1
AT5G58900	AT3G54020	0/1	1/1
AT5G04340	AT3G54020	1/1	0/1
AT2G39250	AT3G54020	0/2	1/2
AT1G49560	AT3G54020	0/1	1/1
AT2G40750	AT3G54020	0/1	1/1
AT5G47230	AT3G54020	0/1	1/1
AT5G65210	AT3G54820	0/3	2/3
AT5G62020	AT3G54820	0/1	1/1
AT2G22200	AT3G54820	0/1	1/1
AT3G16870	AT3G54820	0/1	1/1
AT5G15830	AT3G54820	0/1	1/1
AT3G49940	AT3G54820	0/2	1/2
AT4G16141	AT3G54820	0/1	1/1
AT5G49450	AT3G54820	0/1	1/1
AT2G33550	AT3G54820	0/1	1/1
AT1G25550	AT3G54820	0/1	1/1
AT5G57660	AT3G54820	0/1	1/1
AT4G27950	AT3G55560	1/4	0/4
AT5G62430	AT3G55560	1/2	0/2
AT5G04760	AT3G55560	1/1	0/1
AT4G01120	AT3G55560	0/1	1/1
AT5G58900	AT3G55560	1/1	0/1
AT5G29000	AT3G55560	1/1	0/1
AT5G04340	AT3G55560	0/1	1/1
AT2G39250	AT3G55560	1/2	0/2
AT1G51140	AT3G55560	1/1	0/1
AT4G37790	AT3G55560	1/1	0/1
AT5G67300	AT3G55560	0/1	1/1
AT1G35560	AT3G55560	1/1	0/1
AT5G65210	AT3G55690	1/3	0/3
AT5G62430	AT3G55690	1/2	0/2
AT5G10970	AT3G55690	1/1	0/1
AT5G04760	AT3G55690	0/1	1/1
AT5G15830	AT3G55690	1/1	0/1
AT5G04340	AT3G55690	0/1	1/1
AT4G16141	AT3G55690	1/1	0/1
AT1G51140	AT3G55690	0/1	1/1
AT3G28910	AT3G55690	0/1	1/1
AT1G09540	AT3G55690	0/1	1/1
AT1G35560	AT3G55690	0/1	1/1
AT2G42280	AT3G55690	0/1	1/1
AT5G65210	AT3G56030	1/3	0/3
AT5G62020	AT3G56030	1/1	0/1
AT2G22200	AT3G56030	1/1	0/1
AT5G10970	AT3G56030	1/1	0/1
AT3G16870	AT3G56030	1/1	0/1
AT3G49940	AT3G56030	1/2	0/2
AT1G66140	AT3G56030	1/1	0/1
AT1G68670	AT3G56030	1/1	0/1
AT5G49450	AT3G56030	1/1	0/1
AT2G22430	AT3G56030	1/1	0/1
AT2G33550	AT3G56030	1/1	0/1
AT1G25550	AT3G56030	1/1	0/1
AT4G27950	AT3G56070	1/4	0/4
AT5G62430	AT3G56070	1/2	0/2
AT5G10970	AT3G56070	1/1	0/1
AT5G04760	AT3G56070	1/1	0/1
AT5G15830	AT3G56070	1/1	0/1
AT4G01120	AT3G56070	1/1	0/1
AT1G13260	AT3G56070	1/1	0/1
AT5G58900	AT3G56070	1/1	0/1
AT3G49940	AT3G56070	1/2	0/2
AT1G66140	AT3G56070	1/1	0/1
AT1G68670	AT3G56070	1/1	0/1
AT5G07680	AT3G56070	1/1	0/1
AT5G65210	AT3G56490	0/3	1/3
AT4G27950	AT3G56490	3/4	0/4
AT2G22200	AT3G56490	0/1	1/1
AT3G16870	AT3G56490	0/1	1/1
AT4G01120	AT3G56490	1/1	0/1
AT5G58900	AT3G56490	0/1	1/1
AT3G17609	AT3G56490	0/1	1/1
AT5G49450	AT3G56490	0/1	1/1
AT1G72830	AT3G56490	1/1	0/1
AT4G23750	AT3G56490	1/1	0/1
AT4G27950	AT3G57290	3/4	0/4
AT5G62020	AT3G57290	1/1	0/1
AT5G10970	AT3G57290	1/1	0/1
AT3G16870	AT3G57290	1/1	0/1
AT5G04760	AT3G57290	1/1	0/1
AT5G15830	AT3G57290	1/1	0/1
AT1G13260	AT3G57290	1/1	0/1
AT3G49940	AT3G57290	1/2	0/2
AT5G04340	AT3G57290	0/1	1/1
AT4G23750	AT3G57290	1/1	0/1
AT5G10970	AT3G57740	0/1	1/1
AT5G04760	AT3G57740	0/1	1/1
AT5G15830	AT3G57740	0/1	1/1
AT5G67420	AT3G57740	0/2	1/2
AT4G01120	AT3G57740	0/1	1/1
AT5G04340	AT3G57740	1/1	0/1
AT4G37790	AT3G57740	1/1	0/1
AT1G49560	AT3G57740	1/1	0/1
AT5G67300	AT3G57740	0/1	1/1
AT1G72830	AT3G57740	0/1	1/1
AT4G23750	AT3G57740	0/1	1/1
AT4G37180	AT3G57740	1/1	0/1
AT4G27950	AT3G58700	1/4	0/4
AT5G62430	AT3G58700	2/2	0/2
AT5G10970	AT3G58700	1/1	0/1
AT5G15830	AT3G58700	1/1	0/1
AT4G01120	AT3G58700	1/1	0/1
AT1G13260	AT3G58700	1/1	0/1
AT1G68670	AT3G58700	1/1	0/1
AT4G39780	AT3G58700	1/2	0/2
AT5G07680	AT3G58700	1/1	0/1
AT2G33550	AT3G58700	1/1	0/1
AT4G23750	AT3G58700	1/1	0/1
AT5G62430	AT3G59050	1/2	0/2
AT5G62020	AT3G59050	1/1	0/1
AT5G10970	AT3G59050	1/1	0/1
AT5G67420	AT3G59050	1/2	0/2
AT4G01120	AT3G59050	1/1	0/1
AT3G49940	AT3G59050	1/2	0/2
AT1G66140	AT3G59050	1/1	0/1
AT1G68670	AT3G59050	1/1	0/1
AT4G39780	AT3G59050	1/2	0/2
AT2G33550	AT3G59050	1/1	0/1
AT4G23750	AT3G59050	0/1	1/1
AT4G34000	AT3G59050	1/1	0/1
AT5G10970	AT3G59690	0/1	1/1
AT5G04760	AT3G59690	0/1	1/1
AT4G01120	AT3G59690	0/1	1/1
AT1G13260	AT3G59690	0/1	1/1
AT5G58900	AT3G59690	1/1	0/1
AT3G28910	AT3G59690	1/1	0/1
AT5G67300	AT3G59690	0/1	1/1
AT1G09540	AT3G59690	1/1	0/1
AT1G22640	AT3G59690	0/1	1/1
AT1G35560	AT3G59690	0/1	1/1
AT1G69490	AT3G59690	1/1	0/1
AT5G46590	AT3G59690	1/1	0/1
AT5G62430	AT3G60290	0/2	1/2
AT3G16870	AT3G60290	1/1	0/1
AT5G04760	AT3G60290	1/1	0/1
AT5G15830	AT3G60290	1/1	0/1
AT5G58900	AT3G60290	1/1	0/1
AT3G49940	AT3G60290	0/2	1/2
AT5G29000	AT3G60290	1/1	0/1
AT1G51140	AT3G60290	1/1	0/1
AT3G28910	AT3G60290	1/1	0/1
AT5G67300	AT3G60290	0/1	1/1
AT5G57660	AT3G60290	1/1	0/1
AT2G42280	AT3G60290	1/1	0/1
AT4G27950	AT3G60410	1/4	0/4
AT5G62430	AT3G60410	2/2	0/2
AT2G22200	AT3G60410	0/1	1/1
AT5G10970	AT3G60410	1/1	0/1
AT3G16870	AT3G60410	0/1	1/1
AT5G04760	AT3G60410	1/1	0/1
AT5G15830	AT3G60410	1/1	0/1
AT4G01120	AT3G60410	1/1	0/1
AT1G66140	AT3G60410	1/1	0/1
AT1G68670	AT3G60410	1/1	0/1
AT5G07680	AT3G60410	1/1	0/1
AT5G65210	AT3G61390	0/3	1/3
AT4G27950	AT3G61390	1/4	1/4
AT5G62430	AT3G61390	1/2	0/2
AT5G04760	AT3G61390	1/1	0/1
AT5G67420	AT3G61390	0/2	1/2
AT4G01120	AT3G61390	0/1	1/1
AT3G49940	AT3G61390	0/2	1/2
AT5G29000	AT3G61390	0/1	1/1
AT2G39250	AT3G61390	0/2	1/2
AT1G49560	AT3G61390	0/1	1/1
AT1G72830	AT3G61390	0/1	1/1
AT5G65210	AT3G61480	0/3	1/3
AT5G62020	AT3G61480	0/1	1/1
AT2G22200	AT3G61480	0/1	1/1
AT5G10970	AT3G61480	0/1	1/1
AT3G16870	AT3G61480	0/1	1/1
AT5G04760	AT3G61480	0/1	1/1
AT5G15830	AT3G61480	0/1	1/1
AT1G13260	AT3G61480	0/1	1/1
AT3G49940	AT3G61480	0/2	1/2
AT1G51140	AT3G61480	0/1	1/1
AT5G07680	AT3G61480	0/1	1/1
AT2G33550	AT3G61480	0/1	1/1
AT5G62430	AT3G61620	1/2	0/2
AT5G62020	AT3G61620	1/1	0/1
AT2G22200	AT3G61620	1/1	0/1
AT5G10970	AT3G61620	1/1	0/1
AT3G16870	AT3G61620	1/1	0/1
AT5G04760	AT3G61620	1/1	0/1
AT5G15830	AT3G61620	1/1	0/1
AT4G01120	AT3G61620	1/1	0/1
AT1G13260	AT3G61620	1/1	0/1
AT1G68670	AT3G61620	1/1	0/1
AT5G04340	AT3G61620	0/1	1/1
AT4G16141	AT3G61620	1/1	0/1
AT5G62430	AT3G63470	0/2	1/2
AT5G62020	AT3G63470	0/1	1/1
AT2G22200	AT3G63470	0/1	1/1
AT5G10970	AT3G63470	0/1	1/1
AT4G01120	AT3G63470	0/1	1/1
AT1G13260	AT3G63470	0/1	1/1
AT5G58900	AT3G63470	0/1	1/1
AT3G49940	AT3G63470	0/2	1/2
AT1G66140	AT3G63470	0/1	1/1
AT1G68670	AT3G63470	0/1	1/1
AT3G17609	AT3G63470	0/1	1/1
AT2G33550	AT3G63470	0/1	1/1
AT5G62020	AT4G00720	1/1	0/1
AT2G22200	AT4G00720	1/1	0/1
AT3G16870	AT4G00720	1/1	0/1
AT5G04760	AT4G00720	0/1	1/1
AT4G01120	AT4G00720	0/1	1/1
AT1G13260	AT4G00720	0/1	1/1
AT5G58900	AT4G00720	0/1	1/1
AT5G29000	AT4G00720	1/1	0/1
AT5G04340	AT4G00720	1/1	0/1
AT1G51140	AT4G00720	0/1	1/1
AT2G33550	AT4G00720	1/1	0/1
AT5G05410	AT4G00720	0/1	1/1
AT5G62430	AT4G00895	1/2	0/2
AT5G62020	AT4G00895	1/1	0/1
AT2G22200	AT4G00895	1/1	0/1
AT5G10970	AT4G00895	1/1	0/1
AT3G16870	AT4G00895	1/1	0/1
AT5G15830	AT4G00895	1/1	0/1
AT5G67420	AT4G00895	1/2	0/2
AT1G66140	AT4G00895	1/1	0/1
AT1G68670	AT4G00895	1/1	0/1
AT4G16141	AT4G00895	1/1	0/1
AT4G37790	AT4G00895	0/1	1/1
AT1G72830	AT4G00895	1/1	0/1
AT4G27950	AT4G01560	2/4	0/4
AT2G22200	AT4G01560	1/1	0/1
AT5G10970	AT4G01560	1/1	0/1
AT5G04760	AT4G01560	1/1	0/1
AT5G15830	AT4G01560	1/1	0/1
AT4G01120	AT4G01560	1/1	0/1
AT1G13260	AT4G01560	1/1	0/1
AT4G16141	AT4G01560	1/1	0/1
AT1G25550	AT4G01560	1/1	0/1
AT4G23750	AT4G01560	1/1	0/1
AT1G35560	AT4G01560	0/1	1/1
AT4G27950	AT4G02230	3/4	0/4
AT5G62430	AT4G02230	1/2	0/2
AT5G10970	AT4G02230	1/1	0/1
AT3G16870	AT4G02230	1/1	0/1
AT5G04760	AT4G02230	1/1	0/1
AT5G15830	AT4G02230	1/1	0/1
AT4G01120	AT4G02230	1/1	0/1
AT1G13260	AT4G02230	1/1	0/1
AT5G58900	AT4G02230	1/1	0/1
AT4G23750	AT4G02230	1/1	0/1
AT5G62430	AT4G02480	0/2	1/2
AT5G67420	AT4G02480	1/2	0/2
AT4G01120	AT4G02480	0/1	1/1
AT1G13260	AT4G02480	0/1	1/1
AT5G04340	AT4G02480	1/1	0/1
AT3G17609	AT4G02480	1/1	0/1
AT1G51140	AT4G02480	0/1	1/1
AT4G37790	AT4G02480	0/1	1/1
AT5G07680	AT4G02480	0/1	1/1
AT4G23750	AT4G02480	0/1	1/1
AT5G47230	AT4G02480	0/1	1/1
AT2G42280	AT4G02480	0/1	1/1
AT5G65210	AT4G02540	2/3	0/3
AT4G27950	AT4G02540	1/4	0/4
AT5G62020	AT4G02540	1/1	0/1
AT3G16870	AT4G02540	1/1	0/1
AT1G68670	AT4G02540	1/1	0/1
AT3G17609	AT4G02540	1/1	0/1
AT5G49450	AT4G02540	1/1	0/1
AT2G22430	AT4G02540	1/1	0/1
AT3G28910	AT4G02540	1/1	0/1
AT4G23750	AT4G02540	1/1	0/1
AT1G35560	AT4G02540	1/1	0/1
AT4G27950	AT4G03140	0/4	1/4
AT5G62430	AT4G03140	0/2	1/2
AT5G10970	AT4G03140	0/1	1/1
AT5G15830	AT4G03140	0/1	1/1
AT1G13260	AT4G03140	0/1	1/1
AT1G68670	AT4G03140	0/1	1/1
AT2G39250	AT4G03140	0/2	1/2
AT2G22430	AT4G03140	0/1	1/1
AT1G09540	AT4G03140	1/1	0/1
AT1G35560	AT4G03140	0/1	1/1
AT4G34000	AT4G03140	1/1	0/1
AT1G49720	AT4G03140	1/1	0/1
AT5G10970	AT4G03390	0/1	1/1
AT5G04760	AT4G03390	1/1	0/1
AT5G15830	AT4G03390	0/1	1/1
AT5G29000	AT4G03390	1/1	0/1
AT1G66140	AT4G03390	0/1	1/1
AT1G68670	AT4G03390	0/1	1/1
AT5G04340	AT4G03390	0/1	1/1
AT1G51140	AT4G03390	1/1	0/1
AT5G49450	AT4G03390	1/1	0/1
AT5G07680	AT4G03390	0/1	1/1
AT2G33550	AT4G03390	0/1	1/1
AT2G46680	AT4G03390	1/1	0/1
AT5G65210	AT4G03420	0/3	2/3
AT5G04760	AT4G03420	1/1	0/1
AT5G67420	AT4G03420	1/2	0/2
AT5G58900	AT4G03420	1/1	0/1
AT5G29000	AT4G03420	0/1	1/1
AT3G17609	AT4G03420	0/1	1/1
AT1G51140	AT4G03420	0/1	1/1
AT1G49560	AT4G03420	0/1	1/1
AT3G28910	AT4G03420	1/1	0/1
AT2G33550	AT4G03420	0/1	1/1
AT2G42280	AT4G03420	1/1	0/1
AT5G65210	AT4G04810	1/3	0/3
AT5G62430	AT4G04810	1/2	0/2
AT5G62020	AT4G04810	1/1	0/1
AT5G10970	AT4G04810	1/1	0/1
AT3G16870	AT4G04810	1/1	0/1
AT5G15830	AT4G04810	1/1	0/1
AT5G67420	AT4G04810	1/2	0/2
AT5G58900	AT4G04810	1/1	0/1
AT4G16141	AT4G04810	1/1	0/1
AT3G17609	AT4G04810	1/1	0/1
AT5G07680	AT4G04810	1/1	0/1
AT1G09540	AT4G04810	1/1	0/1
AT4G27950	AT4G04970	1/4	0/4
AT5G62430	AT4G04970	0/2	1/2
AT2G22200	AT4G04970	0/1	1/1
AT5G10970	AT4G04970	0/1	1/1
AT3G16870	AT4G04970	0/1	1/1
AT5G04760	AT4G04970	1/1	0/1
AT5G67420	AT4G04970	1/2	0/2
AT1G13260	AT4G04970	0/1	1/1
AT5G58900	AT4G04970	1/1	0/1
AT3G49940	AT4G04970	1/2	1/2
AT1G68670	AT4G04970	0/1	1/1
AT5G62430	AT4G05010	1/2	0/2
AT2G22200	AT4G05010	1/1	0/1
AT3G16870	AT4G05010	0/1	1/1
AT5G04760	AT4G05010	0/1	1/1
AT5G67420	AT4G05010	1/2	0/2
AT4G39780	AT4G05010	1/2	0/2
AT3G28910	AT4G05010	1/1	0/1
AT5G67300	AT4G05010	0/1	1/1
AT1G09540	AT4G05010	1/1	0/1
AT1G35560	AT4G05010	0/1	1/1
AT5G05410	AT4G05010	1/1	0/1
AT5G61850	AT4G05010	0/1	1/1
AT5G62020	AT4G05160	0/1	1/1
AT3G16870	AT4G05160	0/1	1/1
AT5G04760	AT4G05160	0/1	1/1
AT4G01120	AT4G05160	0/1	1/1
AT1G13260	AT4G05160	0/1	1/1
AT5G58900	AT4G05160	1/1	0/1
AT5G04340	AT4G05160	0/1	1/1
AT1G51140	AT4G05160	0/1	1/1
AT4G37790	AT4G05160	0/1	1/1
AT4G37180	AT4G05160	0/1	1/1
AT2G46680	AT4G05160	1/1	0/1
AT2G40750	AT4G05160	1/1	0/1
AT4G27950	AT4G05200	0/4	1/4
AT5G62430	AT4G05200	1/2	0/2
AT5G62020	AT4G05200	0/1	1/1
AT2G22200	AT4G05200	0/1	1/1
AT5G10970	AT4G05200	0/1	1/1
AT5G04760	AT4G05200	0/1	1/1
AT4G01120	AT4G05200	0/1	1/1
AT4G16141	AT4G05200	0/1	1/1
AT1G51140	AT4G05200	0/1	1/1
AT2G22430	AT4G05200	0/1	1/1
AT2G46680	AT4G05200	1/1	0/1
AT4G31800	AT4G05200	1/1	0/1
AT5G65210	AT4G05380	1/3	0/3
AT5G62020	AT4G05380	1/1	0/1
AT5G10970	AT4G05380	1/1	0/1
AT3G16870	AT4G05380	1/1	0/1
AT5G04760	AT4G05380	1/1	0/1
AT4G01120	AT4G05380	1/1	0/1
AT1G13260	AT4G05380	1/1	0/1
AT3G49940	AT4G05380	1/2	0/2
AT5G04340	AT4G05380	1/1	0/1
AT5G07680	AT4G05380	1/1	0/1
AT5G67300	AT4G05380	1/1	0/1
AT4G23750	AT4G05380	0/1	1/1
AT5G65210	AT4G10480	0/3	1/3
AT4G27950	AT4G10480	1/4	0/4
AT5G62430	AT4G10480	1/2	0/2
AT5G10970	AT4G10480	1/1	0/1
AT5G15830	AT4G10480	1/1	0/1
AT4G01120	AT4G10480	1/1	0/1
AT1G13260	AT4G10480	1/1	0/1
AT5G58900	AT4G10480	1/1	0/1
AT5G04340	AT4G10480	0/1	1/1
AT5G49450	AT4G10480	0/1	1/1
AT4G23750	AT4G10480	1/1	0/1
AT5G47230	AT4G10480	1/1	0/1
AT5G65210	AT4G11070	0/3	1/3
AT5G04760	AT4G11070	0/1	1/1
AT5G67420	AT4G11070	0/2	1/2
AT4G01120	AT4G11070	0/1	1/1
AT3G49940	AT4G11070	0/2	1/2
AT2G39250	AT4G11070	1/2	0/2
AT1G49560	AT4G11070	0/1	1/1
AT5G67300	AT4G11070	0/1	1/1
AT1G72830	AT4G11070	0/1	1/1
AT2G38470	AT4G11070	1/1	0/1
AT5G05410	AT4G11070	0/1	1/1
AT2G46270	AT4G11070	0/1	1/1
AT5G65210	AT4G11393	0/3	1/3
AT5G62020	AT4G11393	0/1	1/1
AT2G22200	AT4G11393	0/1	1/1
AT5G10970	AT4G11393	0/1	1/1
AT3G16870	AT4G11393	0/1	1/1
AT5G04760	AT4G11393	0/1	1/1
AT5G15830	AT4G11393	0/1	1/1
AT1G13260	AT4G11393	1/1	0/1
AT5G04340	AT4G11393	0/1	1/1
AT4G16141	AT4G11393	0/1	1/1
AT3G17609	AT4G11393	0/1	1/1
AT4G39780	AT4G11393	0/2	1/2
AT5G65210	AT4G12470	1/3	1/3
AT4G27950	AT4G12470	0/4	2/4
AT5G04760	AT4G12470	1/1	0/1
AT5G15830	AT4G12470	0/1	1/1
AT3G17609	AT4G12470	0/1	1/1
AT2G39250	AT4G12470	1/2	0/2
AT4G39780	AT4G12470	0/2	1/2
AT1G49560	AT4G12470	0/1	1/1
AT5G67300	AT4G12470	1/1	0/1
AT1G25550	AT4G12470	0/1	1/1
AT5G65210	AT4G13010	1/3	0/3
AT4G27950	AT4G13010	0/4	1/4
AT5G62430	AT4G13010	0/2	1/2
AT5G62020	AT4G13010	1/1	0/1
AT5G15830	AT4G13010	0/1	1/1
AT5G58900	AT4G13010	0/1	1/1
AT3G17609	AT4G13010	1/1	0/1
AT1G49560	AT4G13010	0/1	1/1
AT5G07680	AT4G13010	0/1	1/1
AT5G67300	AT4G13010	1/1	0/1
AT4G37180	AT4G13010	0/1	1/1
AT2G40750	AT4G13010	0/1	1/1
AT5G65210	AT4G13520	0/3	1/3
AT4G27950	AT4G13520	1/4	0/4
AT5G62020	AT4G13520	0/1	1/1
AT2G22200	AT4G13520	0/1	1/1
AT5G10970	AT4G13520	0/1	1/1
AT1G13260	AT4G13520	1/1	0/1
AT5G58900	AT4G13520	1/1	0/1
AT1G66140	AT4G13520	0/1	1/1
AT5G04340	AT4G13520	0/1	1/1
AT4G16141	AT4G13520	0/1	1/1
AT3G17609	AT4G13520	0/1	1/1
AT5G49450	AT4G13520	0/1	1/1
AT5G65210	AT4G13920	0/3	2/3
AT5G62020	AT4G13920	0/1	1/1
AT3G16870	AT4G13920	0/1	1/1
AT5G15830	AT4G13920	0/1	1/1
AT4G01120	AT4G13920	0/1	1/1
AT5G58900	AT4G13920	0/1	1/1
AT5G29000	AT4G13920	1/1	0/1
AT5G49450	AT4G13920	0/1	1/1
AT1G49560	AT4G13920	0/1	1/1
AT5G10030	AT4G13920	0/2	1/2
AT5G07680	AT4G13920	0/1	1/1
AT5G65210	AT4G14020	0/3	1/3
AT5G62020	AT4G14020	0/1	1/1
AT2G22200	AT4G14020	0/1	1/1
AT3G16870	AT4G14020	0/1	1/1
AT5G58900	AT4G14020	1/1	0/1
AT3G49940	AT4G14020	0/2	1/2
AT1G68670	AT4G14020	0/1	1/1
AT3G17609	AT4G14020	0/1	1/1
AT4G39780	AT4G14020	0/2	1/2
AT5G10030	AT4G14020	0/2	1/2
AT2G33550	AT4G14020	0/1	1/1
AT4G36540	AT4G14020	0/1	1/1
AT5G65210	AT4G14350	1/3	0/3
AT4G27950	AT4G14350	0/4	1/4
AT5G62430	AT4G14350	0/2	1/2
AT5G10970	AT4G14350	0/1	1/1
AT5G04760	AT4G14350	0/1	1/1
AT4G01120	AT4G14350	0/1	1/1
AT1G13260	AT4G14350	0/1	1/1
AT5G58900	AT4G14350	0/1	1/1
AT1G66140	AT4G14350	0/1	1/1
AT1G51140	AT4G14350	0/1	1/1
AT2G22430	AT4G14350	0/1	1/1
AT1G25550	AT4G14350	0/1	1/1
AT5G62430	AT4G14365	1/2	0/2
AT5G04760	AT4G14365	0/1	1/1
AT5G67420	AT4G14365	0/2	1/2
AT4G01120	AT4G14365	0/1	1/1
AT3G49940	AT4G14365	0/2	1/2
AT5G29000	AT4G14365	0/1	1/1
AT1G51140	AT4G14365	0/1	1/1
AT1G49560	AT4G14365	0/1	1/1
AT1G72830	AT4G14365	0/1	1/1
AT1G22640	AT4G14365	1/1	0/1
AT2G38470	AT4G14365	1/1	0/1
AT4G34000	AT4G14365	0/1	1/1
AT5G62430	AT4G14368	1/2	0/2
AT5G04760	AT4G14368	0/1	1/1
AT5G67420	AT4G14368	0/2	1/2
AT4G01120	AT4G14368	0/1	1/1
AT3G49940	AT4G14368	0/2	1/2
AT5G04340	AT4G14368	1/1	0/1
AT5G67300	AT4G14368	0/1	1/1
AT1G22640	AT4G14368	0/1	1/1
AT5G05410	AT4G14368	0/1	1/1
AT2G46270	AT4G14368	0/1	1/1
AT1G49720	AT4G14368	1/1	0/1
AT5G43840	AT4G14368	1/1	0/1
AT5G65210	AT4G14450	0/3	1/3
AT5G62430	AT4G14450	0/2	1/2
AT5G04760	AT4G14450	0/1	1/1
AT5G67420	AT4G14450	0/2	1/2
AT4G01120	AT4G14450	0/1	1/1
AT3G49940	AT4G14450	0/2	1/2
AT5G04340	AT4G14450	1/1	0/1
AT5G67300	AT4G14450	0/1	1/1
AT1G72830	AT4G14450	0/1	1/1
AT1G22640	AT4G14450	0/1	1/1
AT4G37180	AT4G14450	1/1	0/1
AT2G46680	AT4G14450	0/1	1/1
AT2G22200	AT4G14746	1/1	0/1
AT5G15830	AT4G14746	1/1	0/1
AT4G01120	AT4G14746	0/1	1/1
AT3G49940	AT4G14746	1/2	0/2
AT4G39780	AT4G14746	1/2	0/2
AT1G49560	AT4G14746	0/1	1/1
AT3G28910	AT4G14746	1/1	0/1
AT5G67300	AT4G14746	0/1	1/1
AT1G09540	AT4G14746	1/1	0/1
AT1G22640	AT4G14746	0/1	1/1
AT2G38470	AT4G14746	1/1	0/1
AT5G46590	AT4G14746	0/1	1/1
AT2G22200	AT4G14880	0/1	1/1
AT5G15830	AT4G14880	0/1	1/1
AT5G58900	AT4G14880	0/1	1/1
AT4G16141	AT4G14880	0/1	1/1
AT2G39250	AT4G14880	0/2	1/2
AT1G49560	AT4G14880	0/1	1/1
AT1G25550	AT4G14880	0/1	1/1
AT5G57660	AT4G14880	0/1	1/1
AT1G09540	AT4G14880	1/1	0/1
AT2G38470	AT4G14880	1/1	0/1
AT5G47230	AT4G14880	0/1	1/1
AT4G36540	AT4G14880	1/1	0/1
AT4G27950	AT4G15160	0/4	1/4
AT5G62430	AT4G15160	1/2	0/2
AT5G10970	AT4G15160	1/1	0/1
AT4G01120	AT4G15160	0/1	1/1
AT1G66140	AT4G15160	1/1	0/1
AT1G68670	AT4G15160	1/1	0/1
AT4G16141	AT4G15160	1/1	0/1
AT3G17609	AT4G15160	1/1	0/1
AT2G39250	AT4G15160	1/2	0/2
AT2G22430	AT4G15160	1/1	0/1
AT1G25550	AT4G15160	1/1	0/1
AT5G46590	AT4G15160	1/1	0/1
AT5G65210	AT4G15180	1/3	0/3
AT4G01120	AT4G15180	0/1	1/1
AT1G13260	AT4G15180	0/1	1/1
AT5G58900	AT4G15180	0/1	1/1
AT5G29000	AT4G15180	1/1	0/1
AT5G04340	AT4G15180	1/1	0/1
AT3G17609	AT4G15180	1/1	0/1
AT1G51140	AT4G15180	0/1	1/1
AT5G49450	AT4G15180	1/1	0/1
AT5G07680	AT4G15180	0/1	1/1
AT4G23750	AT4G15180	0/1	1/1
AT2G42280	AT4G15180	0/1	1/1
AT5G65210	AT4G16450	0/3	1/3
AT4G27950	AT4G16450	1/4	0/4
AT5G62020	AT4G16450	0/1	1/1
AT2G22200	AT4G16450	0/1	1/1
AT5G10970	AT4G16450	0/1	1/1
AT3G16870	AT4G16450	0/1	1/1
AT5G15830	AT4G16450	0/1	1/1
AT1G66140	AT4G16450	0/1	1/1
AT1G68670	AT4G16450	0/1	1/1
AT4G16141	AT4G16450	0/1	1/1
AT3G17609	AT4G16450	0/1	1/1
AT5G49450	AT4G16450	0/1	1/1
AT5G65210	AT4G16630	1/3	0/3
AT4G27950	AT4G16630	2/4	0/4
AT5G62020	AT4G16630	1/1	0/1
AT2G22200	AT4G16630	1/1	0/1
AT5G10970	AT4G16630	1/1	0/1
AT3G16870	AT4G16630	1/1	0/1
AT5G04760	AT4G16630	1/1	0/1
AT5G15830	AT4G16630	1/1	0/1
AT3G49940	AT4G16630	1/2	0/2
AT4G16141	AT4G16630	1/1	0/1
AT1G35560	AT4G16630	0/1	1/1
AT5G65210	AT4G18197	0/3	1/3
AT5G04760	AT4G18197	0/1	1/1
AT5G67420	AT4G18197	0/2	1/2
AT4G01120	AT4G18197	0/1	1/1
AT3G49940	AT4G18197	0/2	1/2
AT5G29000	AT4G18197	0/1	1/1
AT5G04340	AT4G18197	0/1	1/1
AT2G39250	AT4G18197	1/2	0/2
AT1G51140	AT4G18197	1/1	0/1
AT1G72830	AT4G18197	0/1	1/1
AT2G38470	AT4G18197	1/1	0/1
AT5G65210	AT4G18540	1/3	0/3
